Highest Layer,Transport Layer,Source IP,Dest IP,Source Port,Dest Port,Packet Length,Packets/Time,target
TLS,TCP,1,192.168.1.2,443,58119,1514,60.44342578797178,1
TLS,TCP,1,192.168.1.2,443,58119,1514,60.460200481601134,1
TCP,TCP,0,23.220.203.49,58119,443,54,60.47694105102537,0
TLS,TCP,1,192.168.1.2,443,58119,1514,60.507836190250615,1
TLS,TCP,1,192.168.1.2,443,58119,1514,60.52449832368033,1
TLS,TCP,1,192.168.1.2,443,58119,1514,60.52696017774521,1
TLS,TCP,1,192.168.1.2,443,58119,1514,60.56244105847111,1
TCP,TCP,0,23.220.203.49,58119,443,54,60.607315079320536,0
TLS,TCP,1,192.168.1.2,443,58119,1514,60.57667365498379,1
TLS,TCP,1,192.168.1.2,443,58119,1514,60.62614680837217,1
TLS,TCP,1,192.168.1.2,443,58119,1514,60.675574959053385,1
TLS,TCP,1,192.168.1.2,443,58119,1514,60.663713959493464,1
TCP,TCP,0,23.220.203.49,58119,443,54,60.71302768930283,0
TLS,TCP,1,192.168.1.2,443,58119,1514,60.73875785503824,1
TLS,TCP,1,192.168.1.2,443,58119,1514,60.65644831020342,1
TLS,TCP,1,192.168.1.2,443,58119,1514,60.66808450896597,1
TLS,TCP,1,192.168.1.2,443,58119,1514,60.71715113797481,1
TCP,TCP,0,23.220.203.49,58119,443,54,60.77554390804855,0
TLS,TCP,1,192.168.1.2,443,58119,1514,60.82452188652399,1
TLS,TCP,1,192.168.1.2,443,58119,1514,60.87345457490214,1
TLS,TCP,1,192.168.1.2,443,58119,1514,60.856716668909414,1
TLS,TCP,1,192.168.1.2,443,58119,1514,60.89617139256884,1
TLS,TCP,1,192.168.1.2,443,58119,1514,60.926211572910454,1
TCP,TCP,0,23.220.203.49,58119,443,54,60.97961461969413,0
TLS,TCP,1,192.168.1.2,443,58119,1514,61.009557293730275,1
TLS,TCP,1,192.168.1.2,443,58119,1514,61.03945292794084,1
TLS,TCP,1,192.168.1.2,443,58119,1514,61.05059123111042,1
TCP,TCP,0,23.220.203.49,58119,443,54,61.10846709272346,0
TLS,TCP,1,192.168.1.2,443,58119,1514,61.147581252686415,1
TLS,TCP,1,192.168.1.2,443,58119,1514,61.16793336532726,1
TLS,TCP,1,192.168.1.2,443,58119,1514,61.19759946188391,1
TLS,TCP,1,192.168.1.2,443,58119,1514,61.23189455821109,1
TLS,TCP,1,192.168.1.2,443,58119,1514,61.196102935916606,1
TCP,TCP,0,23.220.203.49,58119,443,54,61.25363900849047,0
TLS,TCP,1,192.168.1.2,443,58119,1514,61.26913958172036,1
TLS,TCP,1,192.168.1.2,443,58119,1514,61.27994928529454,1
TLS,TCP,1,192.168.1.2,443,58119,1514,61.31868092212278,1
TLS,TCP,1,192.168.1.2,443,58119,1514,61.34338952927523,1
TCP,TCP,0,23.220.203.49,58119,443,54,61.39134215014876,0
TLS,TCP,1,192.168.1.2,443,58119,1514,61.41130229941737,1
TLS,TCP,1,192.168.1.2,443,58119,1514,61.45450181912942,1
TLS,TCP,1,192.168.1.2,443,58119,1514,61.451112723893466,1
TLS,TCP,1,192.168.1.2,443,58119,1514,61.466316063954245,1
TCP,TCP,0,23.220.203.49,58119,443,54,61.514014731486796,0
TLS,TCP,1,192.168.1.2,443,58119,1514,61.49663325879191,1
TLS,TCP,1,192.168.1.2,443,58119,1514,61.53030016909294,1
TLS,TCP,1,192.168.1.2,443,58119,1514,61.51756462748582,1
TLS,TCP,1,192.168.1.2,443,58119,1514,61.54651674147122,1
TCP,TCP,0,23.220.203.49,58119,443,54,61.59858299058999,0
TLS,TCP,1,192.168.1.2,443,58119,1514,61.632072116132164,1
TLS,TCP,1,192.168.1.2,443,58119,1514,61.65625570273935,1
TLS,TCP,1,192.168.1.2,443,58119,1514,61.6341465952267,1
TCP,TCP,0,23.220.203.49,58119,443,54,61.6767543779951,0
TLS,TCP,1,192.168.1.2,443,58119,1514,61.73318830768002,1
TCP,TCP,1,192.168.1.2,443,58119,350,61.79421735694391,1
TCP,TCP,0,23.220.203.49,58119,443,54,61.85058872578127,0
TCP,TCP,0,23.220.203.49,58119,443,54,61.911559423382386,0
TLS,TCP,1,192.168.1.2,443,58119,284,61.93541605113351,1
TLS,TCP,1,192.168.1.2,443,58119,1100,61.93145970974265,1
TLS,TCP,1,192.168.1.2,443,58119,1100,61.94600179624015,1
TCP,TCP,0,23.220.203.49,58119,443,54,62.00675094625023,0
TLS,TCP,1,192.168.1.2,443,58119,1514,62.06284222579902,1
TLS,TCP,1,192.168.1.2,443,58119,686,62.067983993115746,1
TLS,TCP,1,192.168.1.2,443,58119,1514,62.12397873834273,1
TLS,TCP,1,192.168.1.2,443,58119,1514,62.15216911496096,1
TLS,TCP,1,192.168.1.2,443,58119,1514,62.15257831132587,1
TLS,TCP,1,192.168.1.2,443,58119,904,62.194555477354925,1
TCP,TCP,0,23.220.203.49,58119,443,54,62.25498183960123,0
TLS,TCP,1,192.168.1.2,443,58119,1100,62.30150134566189,1
TLS,TCP,1,192.168.1.2,443,58119,1514,62.33872274650136,1
TLS,TCP,1,192.168.1.2,443,58119,686,62.35740033534026,1
TCP,TCP,0,23.220.203.49,58119,443,54,62.40378244669237,0
TLS,TCP,1,192.168.1.2,443,58119,1514,62.42699957928228,1
TLS,TCP,1,192.168.1.2,443,58119,1514,62.42708251937682,1
TLS,TCP,1,192.168.1.2,443,58119,1318,62.47332054824781,1
TLS,TCP,1,192.168.1.2,443,58119,1514,62.5148980448029,1
TLS,TCP,1,192.168.1.2,443,58119,1514,62.54719418720825,1
TLS,TCP,1,192.168.1.2,443,58119,1318,62.57021096814379,1
TCP,TCP,0,23.220.203.49,58119,443,54,62.62089235513062,0
TLS,TCP,1,192.168.1.2,443,58119,1514,62.58385842485516,1
TLS,TCP,1,192.168.1.2,443,58119,1514,62.58375521323417,1
TLS,TCP,1,192.168.1.2,443,58119,1514,62.62966010199273,1
TLS,TCP,1,192.168.1.2,443,58119,1514,62.65250542947379,1
TCP,TCP,0,23.220.203.49,58119,443,54,62.71213528766908,0
TLS,TCP,1,192.168.1.2,443,58119,1514,62.74409969196842,1
TLS,TCP,1,192.168.1.2,443,58119,1514,62.71622433653275,1
TLS,TCP,1,192.168.1.2,443,58119,1514,62.725148714723915,1
TLS,TCP,1,192.168.1.2,443,58119,1514,62.75699933710137,1
TCP,TCP,0,23.220.203.49,58119,443,54,62.811762591080054,0
TLS,TCP,1,192.168.1.2,443,58119,1514,62.815983461488614,1
TLS,TCP,1,192.168.1.2,443,58119,1514,62.82936163428282,1
TLS,TCP,1,192.168.1.2,443,58119,1514,62.851881289497115,1
TLS,TCP,1,192.168.1.2,443,58119,1514,62.88810910099481,1
TCP,TCP,0,23.220.203.49,58119,443,54,62.892231074210635,0
TLS,TCP,1,192.168.1.2,443,58119,1514,62.91464364374588,1
TLS,TCP,1,192.168.1.2,443,58119,1514,62.93702037661362,1
TLS,TCP,1,192.168.1.2,443,58119,1514,62.941078012660284,1
TLS,TCP,1,192.168.1.2,443,58119,1514,62.92687278810407,1
TCP,TCP,0,23.220.203.49,58119,443,54,62.97653971312653,0
TLS,TCP,1,192.168.1.2,443,58119,1514,63.01703983127458,1
TLS,TCP,1,192.168.1.2,443,58119,1514,63.0438052292911,1
TLS,TCP,1,192.168.1.2,443,58119,1514,63.06597185173219,1
TLS,TCP,1,192.168.1.2,443,58119,1514,63.083542600945535,1
TLS,TCP,1,192.168.1.2,443,58119,1514,63.09197332962588,1
TCP,TCP,0,23.220.203.49,58119,443,54,63.045823927249494,0
TLS,TCP,1,192.168.1.2,443,58119,1514,63.08151321793671,1
TLS,TCP,1,192.168.1.2,443,58119,1514,63.09899577449623,1
TLS,TCP,1,192.168.1.2,443,58119,1514,63.12098539247369,1
TLS,TCP,1,192.168.1.2,443,58119,1514,63.138403958635195,1
TCP,TCP,0,23.220.203.49,58119,443,54,63.18300195867968,0
TLS,TCP,1,192.168.1.2,443,58119,1514,63.159564265916266,1
TLS,TCP,1,192.168.1.2,443,58119,1514,63.17237635200584,1
TLS,TCP,1,192.168.1.2,443,58119,1514,63.19420904639252,1
TLS,TCP,1,192.168.1.2,443,58119,1514,63.24766987998181,1
TCP,TCP,0,23.220.203.49,58119,443,54,63.29657305639095,0
TLS,TCP,1,192.168.1.2,443,58119,1514,63.34544018840843,1
TLS,TCP,1,192.168.1.2,443,58119,1514,63.32185875997158,1
TLS,TCP,1,192.168.1.2,443,58119,1514,63.33898361607563,1
TLS,TCP,1,192.168.1.2,443,58119,1514,63.383184178247824,1
TLS,TCP,1,192.168.1.2,443,58119,1514,63.40023464807281,1
TLS,TCP,1,192.168.1.2,443,58119,1514,63.417257066354615,1
TCP,TCP,0,23.220.203.49,58119,443,54,63.461329869770005,0
TLS,TCP,1,192.168.1.2,443,58119,1514,63.48730363585759,1
TLS,TCP,1,192.168.1.2,443,58119,1514,63.49068684972215,1
TLS,TCP,1,192.168.1.2,443,58119,1514,63.51208667890087,1
TLS,TCP,1,192.168.1.2,443,58119,1514,63.51993976341238,1
TCP,TCP,0,23.220.203.49,58119,443,54,63.577310939919265,0
TLS,TCP,1,192.168.1.2,443,58119,1514,63.62113039380412,1
TCP,TCP,1,192.168.1.2,443,55367,160,63.673932557406694,1
TLS,TCP,1,192.168.1.2,443,58119,1514,63.68161030289928,1
TLS,TCP,1,192.168.1.2,443,58119,1514,63.71629879328489,1
TLS,TCP,1,192.168.1.2,443,58119,1514,63.73292932073374,1
TLS,TCP,1,192.168.1.2,443,58119,1514,63.749530596086416,1
TCP,TCP,0,157.240.23.53,55367,443,66,63.79760781358453,0
TCP,TCP,0,23.220.203.49,58119,443,54,63.84114544702903,0
TLS,TCP,1,192.168.1.2,443,58119,1514,63.82163984945572,1
TLS,TCP,1,192.168.1.2,443,58119,1514,63.856094528607485,1
TLS,TCP,1,192.168.1.2,443,58119,1514,63.89500814108418,1
TLS,TCP,1,192.168.1.2,443,58119,1514,63.924889717384765,1
TCP,TCP,0,23.220.203.49,58119,443,54,63.972718322333165,0
TLS,TCP,1,192.168.1.2,443,58119,1514,63.99802549656614,1
TLS,TCP,1,192.168.1.2,443,58119,1514,64.00981531573795,1
TLS,TCP,1,192.168.1.2,443,58119,1514,64.0350545728591,1
TLS,TCP,1,192.168.1.2,443,58119,1514,64.05127960079093,1
TCP,TCP,0,23.220.203.49,58119,443,54,64.09889746483051,0
TLS,TCP,1,192.168.1.2,443,58119,1514,64.13300732294786,1
TLS,TCP,1,192.168.1.2,443,58119,1514,64.1132395139373,1
TLS,TCP,1,192.168.1.2,443,58119,1514,63.97738323358587,1
TLS,TCP,1,192.168.1.2,443,58119,1514,64.00692594835624,1
TCP,TCP,0,23.220.203.49,58119,443,54,64.06318753614985,0
TCP,TCP,0,23.220.203.49,58119,443,54,64.11049960432082,0
DATA,UDP,0,139.5.250.23,54557,20313,68,64.16670717515237,0
DATA,UDP,0,139.5.250.207,54557,26599,68,64.2273631271933,0
TCP,TCP,0,45.121.91.107,58116,38125,54,64.22543767466588,0
TCP,TCP,0,156.0.213.49,58130,56232,66,64.27707379289025,0
DATA,UDP,1,192.168.1.2,20313,54557,62,64.33315114091666,1
DATA,UDP,1,192.168.1.2,26599,54557,62,64.38920298542735,1
TLS,TCP,1,192.168.1.2,443,58119,688,64.44075775486982,1
TLS,TCP,1,192.168.1.2,443,58119,950,64.4922838910275,1
TLS,TCP,1,192.168.1.2,443,58119,1100,64.54826193413908,1
TCP,TCP,0,23.220.203.49,58119,443,54,64.60421667042198,0
TLS,TCP,1,192.168.1.2,443,58119,1514,64.646690738135,1
TLS,TCP,1,192.168.1.2,443,58119,686,64.67119283497468,1
TLS,TCP,1,192.168.1.2,443,58119,1100,64.65982988278874,1
TLS,TCP,1,192.168.1.2,443,58119,1514,64.67085227267668,1
TLS,TCP,1,192.168.1.2,443,58119,686,64.67738674509049,1
TLS,TCP,1,192.168.1.2,443,58119,1514,64.7285947566098,1
TLS,TCP,1,192.168.1.2,443,58119,1514,64.76635471155545,1
TLS,TCP,1,192.168.1.2,443,58119,1514,64.79513422933624,1
TLS,TCP,1,192.168.1.2,443,58119,904,64.82834836152634,1
TCP,TCP,0,23.220.203.49,58119,443,54,64.87047123264264,0
TLS,TCP,1,192.168.1.2,443,58119,1514,64.87679055551898,1
TLS,TCP,1,192.168.1.2,443,58119,1514,64.89202791006363,1
TLS,TCP,1,192.168.1.2,443,58119,1514,64.91170403661108,1
TLS,TCP,1,192.168.1.2,443,58119,1514,64.90459143617157,1
TLS,TCP,1,192.168.1.2,443,58119,1514,64.92422026489456,1
TLS,TCP,1,192.168.1.2,443,58119,1514,64.90820736428931,1
TLS,TCP,1,192.168.1.2,443,58119,1514,64.92779207536104,1
TCP,TCP,0,23.220.203.49,58119,443,54,64.97403069088593,0
TLS,TCP,1,192.168.1.2,443,58119,1514,64.98465331382624,1
TLS,TCP,1,192.168.1.2,443,58119,1514,65.01747537873231,1
TLS,TCP,1,192.168.1.2,443,58119,1514,65.03693058220402,1
TLS,TCP,1,192.168.1.2,443,58119,1514,65.04303284797292,1
TLS,TCP,1,192.168.1.2,443,58119,1514,65.0624357046896,1
TCP,TCP,0,23.220.203.49,58119,443,54,65.09955498773643,0
TLS,TCP,1,192.168.1.2,443,58119,1514,65.11002016195883,1
TLS,TCP,1,192.168.1.2,443,58119,1514,65.12489801796325,1
TLS,TCP,1,192.168.1.2,443,58119,1514,65.14861269693742,1
TLS,TCP,1,192.168.1.2,443,58119,1514,65.08382983770375,1
TCP,TCP,0,23.220.203.49,58119,443,54,65.12517504729038,0
TLS,TCP,1,192.168.1.2,443,58119,1514,65.14881663381851,1
TLS,TCP,1,192.168.1.2,443,58119,1514,65.1812561375178,1
TLS,TCP,1,192.168.1.2,443,58119,1514,65.20041442330371,1
TLS,TCP,1,192.168.1.2,443,58119,1514,65.21954314000274,1
TCP,TCP,0,23.220.203.49,58119,443,54,65.24305698390762,0
TLS,TCP,1,192.168.1.2,443,58119,1514,65.24449564769672,1
TLS,TCP,1,192.168.1.2,443,58119,1514,65.28998520891324,1
TLS,TCP,1,192.168.1.2,443,58119,1514,65.3310358966622,1
TLS,TCP,1,192.168.1.2,443,58119,1514,65.35441639608526,1
TLS,TCP,1,192.168.1.2,443,58119,1514,65.3689522118919,1
TCP,TCP,0,23.220.203.49,58119,443,54,65.32627767196796,0
TCP,TCP,0,23.220.203.49,58119,443,54,65.33640823785557,0
TLS,TCP,1,192.168.1.2,443,58119,1514,65.33335664233118,1
TLS,TCP,1,192.168.1.2,443,58119,1514,65.36538895270532,1
TLS,TCP,1,192.168.1.2,443,58119,1514,65.41054906601644,1
TLS,TCP,1,192.168.1.2,443,58119,1514,65.45128865536401,1
TLS,TCP,1,192.168.1.2,443,58119,1514,65.47882854649923,1
TCP,TCP,0,23.220.203.49,58119,443,54,65.5326716455272,0
TCP,TCP,0,23.220.203.49,58119,443,54,65.5777061484072,0
TCP,TCP,0,23.220.203.49,58119,443,54,65.62710574134086,0
TLS,TCP,1,192.168.1.2,443,58119,1514,65.66328955857536,1
TLS,TCP,1,192.168.1.2,443,58119,512,65.69944052998571,1
TCP,TCP,0,23.220.203.49,58119,443,54,65.7443499814535,0
TLS,TCP,0,23.220.203.49,58119,443,214,65.78043296938567,0
TLS,TCP,1,192.168.1.2,443,58119,494,65.81648220087668,1
TLS,TCP,1,192.168.1.2,443,58119,1100,65.852498771869,1
TLS,TCP,1,192.168.1.2,443,58119,1100,65.83134583834456,1
TLS,TCP,1,192.168.1.2,443,58119,1514,65.85850901030354,1
TLS,TCP,1,192.168.1.2,443,58119,686,65.90759341751954,1
TCP,TCP,0,23.220.203.49,58119,443,54,65.96104481091508,0
TLS,TCP,1,192.168.1.2,443,58119,1100,66.01008005702154,1
TLS,TCP,1,192.168.1.2,443,58119,1514,66.05908813189039,1
TLS,TCP,1,192.168.1.2,443,58119,686,66.0992676467466,1
TLS,TCP,1,192.168.1.2,443,58119,1514,66.08664481996075,1
TLS,TCP,1,192.168.1.2,443,58119,1514,66.06089258995291,1
TLS,TCP,1,192.168.1.2,443,58119,1514,66.07902269665031,1
TLS,TCP,1,192.168.1.2,443,58119,904,66.12781743532705,1
TLS,TCP,1,192.168.1.2,443,58119,1514,66.17219773455392,1
TCP,TCP,0,23.220.203.49,58119,443,54,66.22532927667713,0
TLS,TCP,1,192.168.1.2,443,58119,1514,66.26526267587954,1
TLS,TCP,1,192.168.1.2,443,58119,1514,66.2349616365559,1
TLS,TCP,1,192.168.1.2,443,58119,1514,66.2310083388149,1
TLS,TCP,1,192.168.1.2,443,58119,1514,66.2576877521191,1
TLS,TCP,1,192.168.1.2,443,58119,1514,66.28871466866663,1
TCP,TCP,0,23.220.203.49,58119,443,54,66.34159656898339,0
TLS,TCP,1,192.168.1.2,443,58119,1514,66.38131528260465,1
TLS,TCP,1,192.168.1.2,443,58119,1514,66.34223187863282,1
TLS,TCP,1,192.168.1.2,443,58119,1514,66.34691496601756,1
TLS,TCP,1,192.168.1.2,443,58119,1514,66.34722676907926,1
TCP,TCP,0,23.220.203.49,58119,443,54,66.3693387149524,0
TLS,TCP,1,192.168.1.2,443,58119,1514,66.39142161805358,1
TLS,TCP,1,192.168.1.2,443,58119,1514,66.43091472172361,1
TLS,TCP,1,192.168.1.2,443,58119,1514,66.45293301030712,1
TLS,TCP,1,192.168.1.2,443,58119,1514,66.40961450836156,1
TLS,TCP,1,192.168.1.2,443,58119,1514,66.43594524148921,1
TCP,TCP,0,23.220.203.49,58119,443,54,66.47529165918873,0
TLS,TCP,1,192.168.1.2,443,58119,1145,66.48851478147276,1
TCP,TCP,0,23.220.203.49,58119,443,54,66.5277942988358,0
TCP,TCP,1,192.168.1.2,56232,58130,60,66.57139154080511,1
TCP,TCP,0,156.0.213.49,58130,56232,54,66.61496030793616,0
TCP,TCP,1,192.168.1.2,9933,57866,60,66.66285359897284,1
TCP,TCP,0,202.65.138.198,57866,9933,54,66.71072084088857,0
TCP,TCP,0,202.65.138.198,57866,9933,54,66.76292164275911,0
TCP,TCP,1,192.168.1.2,9933,57866,60,66.76282393817544,1
TCP,TCP,1,192.168.1.2,8292,57868,60,66.26204923290189,1
TCP,TCP,0,106.0.38.174,57868,8292,54,66.30097741405112,0
TCP,TCP,0,106.0.38.174,57868,8292,54,66.33130455070254,0
TCP,TCP,1,192.168.1.2,8292,57868,60,66.3830293738293,1
DATA,UDP,0,98.144.155.65,6881,27032,146,66.43473313731423,0
DATA,UDP,0,123.201.165.2,54557,20630,68,66.47783419551043,0
TCP,TCP,0,65.49.14.182,58131,59873,66,66.52090846589986,0
TCP,TCP,0,77.18.134.67,58132,36026,66,66.56824726692464,0
DATA,TCP,0,156.0.213.49,58130,56232,55,66.5812118279709,0
DATA,UDP,1,192.168.1.2,20630,54557,62,66.59844527114696,1
TCP,TCP,1,192.168.1.2,36026,58132,60,66.63280882660672,1
TCP,TCP,0,77.18.134.67,58132,36026,54,66.68001726164731,0
DATA,UDP,1,192.168.1.2,27032,6881,352,66.73578918656979,1
TCP,TCP,1,192.168.1.2,59873,58131,60,66.78295187136146,1
TCP,TCP,0,65.49.14.182,58131,59873,54,66.83008926153356,0
DATA,TCP,0,65.49.14.182,58131,59873,306,66.88150495416635,0
TCP,TCP,1,192.168.1.2,59873,58131,60,66.92859578125804,1
TCP,TCP,1,192.168.1.2,59873,58131,60,66.9756644440211,1
TCP,TCP,0,65.49.14.182,58131,59873,54,67.02270685654206,0
TCP,TCP,0,65.49.14.182,58131,59873,54,67.0740348437,0
TCP,TCP,1,192.168.1.2,59873,58131,60,67.11241113176233,1
TCP,TCP,0,101.118.158.183,58088,34214,54,67.12059098111183,0
DATA,TCP,0,77.18.134.67,58132,36026,55,67.1589015510238,0
DATA,TCP,0,156.0.213.49,58130,56232,55,67.19287355716361,0
DATA,UDP,1,192.168.1.2,54228,54557,62,67.18375730159993,1
TCP,TCP,0,128.199.246.211,58133,62980,66,67.21336247100272,0
TCP,TCP,0,65.49.14.183,58134,43259,66,67.2386367440956,0
TCP,TCP,0,77.18.133.195,58135,36026,66,67.27248398206784,0
DATA,UDP,0,123.201.163.111,54557,32213,62,67.31490668280053,0
TCP,TCP,0,72.52.87.177,58136,37633,66,67.26702293912636,0
TCP,TCP,0,65.49.14.173,58137,41203,66,67.31365882037746,0
TCP,TCP,0,65.49.126.97,58138,43179,66,67.35167700038593,0
TCP,TCP,0,65.49.14.172,58139,48805,66,67.39826155031805,0
DATA,UDP,0,103.245.197.50,54557,28623,62,67.44912276632542,0
DATA,UDP,1,192.168.1.2,28623,54557,62,67.49996350526081,1
ICMP,None,1,192.168.1.2,0,0,90,67.55078480290129,1
TCP,TCP,1,192.168.1.2,62980,58133,66,67.51125193210027,1
TCP,TCP,0,128.199.246.211,58133,62980,54,67.561982751301,0
DATA,UDP,1,192.168.1.2,32213,54557,62,67.61699676171173,1
DATA,UDP,1,192.168.1.2,39603,54557,62,67.63328025056116,1
TCP,TCP,1,192.168.1.2,36026,58135,60,67.67963630451342,1
TCP,TCP,0,77.18.133.195,58135,36026,54,67.72596879632407,0
TCP,TCP,1,192.168.1.2,43259,58134,66,67.77227877026601,1
TCP,TCP,0,65.49.14.183,58134,43259,54,67.8185631653418,0
TCP,TCP,1,192.168.1.2,37633,58136,60,67.86482507841397,1
TCP,TCP,0,72.52.87.177,58136,37633,54,67.91106350107474,0
TCP,TCP,1,192.168.1.2,43179,58138,66,67.95296597229311,1
TCP,TCP,1,192.168.1.2,41203,58137,60,67.96035449649128,1
TCP,TCP,0,65.49.126.97,58138,43179,54,67.91180661889926,0
TCP,TCP,0,65.49.14.173,58137,41203,54,67.9578916802484,0
TCP,TCP,1,192.168.1.2,48805,58139,60,68.00825732397224,1
TCP,TCP,0,65.49.14.172,58139,48805,54,68.04138817200894,0
DATA,TCP,0,128.199.246.211,58133,62980,610,68.08739864474094,0
DATA,UDP,0,103.245.197.50,54557,28623,130,68.13769515919671,0
DATA,UDP,0,192.140.152.89,54557,39603,62,68.18366298496457,0
BITTORRENT,TCP,0,65.49.14.183,58134,43259,122,68.22960757730074,0
BITTORRENT,TCP,0,72.52.87.177,58136,37633,122,68.2798411687881,0
BITTORRENT,TCP,0,65.49.126.97,58138,43179,122,68.25246752574863,0
BITTORRENT,TCP,0,65.49.14.173,58137,41203,122,68.29831362783762,0
BITTORRENT,TCP,0,65.49.14.172,58139,48805,122,68.31829034115587,0
DATA,UDP,0,123.201.163.111,54557,32213,130,68.36838790408822,0
DATA,UDP,1,192.168.1.2,39603,54557,62,68.41846652988022,1
DATA,UDP,1,192.168.1.2,28623,54557,62,68.46421099768172,1
DATA,TCP,0,77.18.134.67,58132,36026,55,68.46251080443507,0
TCP,TCP,1,192.168.1.2,62980,58133,60,68.5125023472627,1
TCP,TCP,1,192.168.1.2,62980,58133,60,68.44622332898967,1
TCP,TCP,0,128.199.246.211,58133,62980,54,68.48321350105289,0
DATA,UDP,1,192.168.1.2,32213,54557,62,68.3528977557387,1
TCP,TCP,0,128.199.246.211,58133,62980,54,68.385526299047,0
TCP,TCP,1,192.168.1.2,62980,58133,60,68.40956928303132,1
TCP,TCP,1,192.168.1.2,43179,58138,60,68.42930792182916,1
TCP,TCP,1,192.168.1.2,43259,58134,60,68.47896208224819,1
TCP,TCP,1,192.168.1.2,37633,58136,60,68.52431626905678,1
TCP,TCP,1,192.168.1.2,41203,58137,60,68.5610831522159,1
TCP,TCP,1,192.168.1.2,48805,58139,60,68.60638851715119,1
TCP,TCP,1,192.168.1.2,37979,58120,60,68.65167126074564,1
TCP,TCP,0,65.49.14.175,58120,37979,54,68.70121872606931,0
TCP,TCP,0,65.49.14.175,58120,37979,54,68.7421679292858,0
DATA,TCP,0,77.18.133.195,58135,36026,55,68.74450914890848,0
TCP,TCP,0,74.82.60.91,58140,43179,66,68.68696188116807,0
TCP,TCP,0,65.49.14.179,58141,42211,66,68.72352273121732,0
TCP,TCP,1,192.168.1.2,37979,58120,60,68.76860739685358,1
ICMP,None,1,192.168.1.2,0,0,90,68.81366862104574,1
TCP,TCP,1,192.168.1.2,42211,58141,66,68.85442968414301,1
TCP,TCP,0,65.49.14.179,58141,42211,54,68.89944540152044,0
BITTORRENT,TCP,0,65.49.14.179,58141,42211,122,68.9487220107255,0
TCP,TCP,1,192.168.1.2,43179,58140,66,68.99369269247997,1
TCP,TCP,0,74.82.60.91,58140,43179,54,69.03864410023108,0
DATA,TCP,0,74.82.60.91,58140,43179,223,69.05356731424295,0
DATA,TCP,0,77.18.134.67,58132,36026,55,68.31869212146168,0
DATA,TCP,0,156.0.213.49,58130,56232,55,68.35067525144655,0
DATA,TCP,0,77.18.133.195,58135,36026,55,68.37425231872946,0
TCP,TCP,1,192.168.1.2,42211,58141,60,68.41036950371077,1
TCP,TCP,1,192.168.1.2,43179,58140,60,68.44227126611796,1
TCP,TCP,1,192.168.1.2,43179,58140,60,68.365369391468,1
TCP,TCP,0,74.82.60.91,58140,43179,54,68.41392410689606,0
TCP,TCP,0,74.82.60.91,58140,43179,54,68.42484977592525,0
TCP,TCP,0,42.109.141.99,58117,6881,55,68.46916992436557,0
TLS,TCP,0,23.220.203.49,58119,443,214,68.08147043035041,0
TCP,TCP,1,192.168.1.2,43179,58140,60,68.12144442270574,1
TLS,TCP,1,192.168.1.2,443,58119,494,68.16552488568827,1
TLS,TCP,1,192.168.1.2,443,58119,1100,68.1600336073179,1
TCP,TCP,0,23.220.203.49,58119,443,54,68.20817989556299,0
TLS,TCP,1,192.168.1.2,443,58119,1100,68.252177031956,1
TLS,TCP,1,192.168.1.2,443,58119,1514,68.29615385907869,1
TLS,TCP,1,192.168.1.2,443,58119,686,68.27816614521018,1
TCP,TCP,0,23.220.203.49,58119,443,54,68.32207460373694,0
TLS,TCP,1,192.168.1.2,443,58119,1514,68.37009265580154,1
TLS,TCP,1,192.168.1.2,443,58119,1514,68.39331090278404,1
TLS,TCP,1,192.168.1.2,443,58119,1514,68.3711266761675,1
TCP,TCP,0,23.220.203.49,58119,443,54,68.41491841525341,0
TLS,TCP,1,192.168.1.2,443,58119,904,68.45043860763123,1
TLS,TCP,1,192.168.1.2,443,58119,1514,68.4653120089879,1
TLS,TCP,1,192.168.1.2,443,58119,1514,68.45133102281501,1
TCP,TCP,0,23.220.203.49,58119,443,54,68.47852688450062,0
TLS,TCP,1,192.168.1.2,443,58119,1514,68.50981323819258,1
TLS,TCP,1,192.168.1.2,443,58119,1514,68.55343054013309,1
TCP,TCP,0,23.220.203.49,58119,443,54,68.54761284726011,0
TLS,TCP,1,192.168.1.2,443,58119,1514,68.55825190417205,1
TLS,TCP,1,192.168.1.2,443,58119,1514,68.54011778089766,1
TLS,TCP,1,192.168.1.2,443,58119,1514,68.54663891065826,1
TCP,TCP,0,23.220.203.49,58119,443,54,68.59007933203807,0
TLS,TCP,1,192.168.1.2,443,58119,1514,68.62528487735683,1
TLS,TCP,1,192.168.1.2,443,58119,1514,68.64404428079253,1
TLS,TCP,1,192.168.1.2,443,58119,1514,68.65047182555254,1
TLS,TCP,1,192.168.1.2,443,58119,1514,68.61592069302249,1
TCP,TCP,0,23.220.203.49,58119,443,54,68.64691366703882,0
TLS,TCP,1,192.168.1.2,443,58119,1514,68.68197601079423,1
TLS,TCP,1,192.168.1.2,443,58119,1514,68.68835541354629,1
TCP,TCP,0,23.220.203.49,58119,443,54,68.72745683180817,0
TLS,TCP,1,192.168.1.2,443,58119,1514,68.75016020559563,1
TLS,TCP,1,192.168.1.2,443,58119,1514,68.77283829037503,1
TLS,TCP,1,192.168.1.2,443,58119,1514,68.75460951284025,1
TCP,TCP,0,23.220.203.49,58119,443,54,68.77724945068519,0
TLS,TCP,1,192.168.1.2,443,58119,1514,68.7957797315523,1
