Highest Layer,Transport Layer,Source IP,Dest IP,Source Port,Dest Port,Packet Length,Packets/Time,target
DNS,UDP,0,192.168.1.1,58587,53,75,75.16327777984283,0
TCP,TCP,0,51.218.28.147,58148,7547,279,75.19036850312821,0
TLS,TCP,1,192.168.1.2,443,58149,759,75.16213485811608,1
TLS,TCP,1,192.168.1.2,443,58149,1100,75.16883424355713,1
TLS,TCP,1,192.168.1.2,443,58149,1514,75.14937245269635,1
TLS,TCP,1,192.168.1.2,443,58149,686,75.17640389879392,1
TLS,TCP,1,192.168.1.2,443,58149,1514,75.19761536463237,1
TLS,TCP,1,192.168.1.2,443,58149,1514,75.21881699641274,1
TCP,TCP,0,23.220.203.49,58149,443,54,75.24000880097232,0
TLS,TCP,1,192.168.1.2,443,58149,1514,75.24375592319062,1
TLS,TCP,1,192.168.1.2,443,58149,1514,75.21847256731911,1
TCP,TCP,0,23.220.203.49,58149,443,54,75.23382875580091,0
TLS,TCP,1,192.168.1.2,443,58149,1514,75.24627426334366,1
TLS,TCP,1,192.168.1.2,443,58149,1514,75.25291113601145,1
TLS,TCP,1,192.168.1.2,443,58149,1514,75.27983983229372,1
TLS,TCP,1,192.168.1.2,443,58149,1514,75.2980573238903,1
TCP,TCP,0,23.220.203.49,58149,443,54,75.32496834909499,0
TLS,TCP,1,192.168.1.2,443,58149,1514,75.29967948075499,1
TLS,TCP,1,192.168.1.2,443,58149,1514,75.32366437558964,1
TLS,TCP,1,192.168.1.2,443,58149,1514,75.34184482385409,1
TCP,TCP,0,23.220.203.49,58149,443,54,75.37160649320332,0
TLS,TCP,1,192.168.1.2,443,58149,1514,75.38686835407614,1
TLS,TCP,1,192.168.1.2,443,58149,1514,75.39342768642709,1
TLS,TCP,1,192.168.1.2,443,58149,1514,75.29585822967343,1
TCP,TCP,0,23.220.203.49,58149,443,54,75.3255471149733,0
TLS,TCP,1,192.168.1.2,443,58149,1514,75.32922928418111,1
TLS,TCP,1,192.168.1.2,443,58149,1514,75.34445607088335,1
TLS,TCP,1,192.168.1.2,443,58149,1514,75.34812603843805,1
TCP,TCP,0,23.220.203.49,58149,443,54,75.3662226423686,0
TLS,TCP,1,192.168.1.2,443,58149,1514,75.38430885815752,1
TLS,TCP,1,192.168.1.2,443,58149,1514,75.38795755957715,1
TCP,TCP,0,23.220.203.49,58149,443,54,75.41179455968957,0
TLS,TCP,1,192.168.1.2,443,58149,1514,75.42119722757987,1
TLS,TCP,1,192.168.1.2,443,58149,1514,75.42194218112307,1
TLS,TCP,1,192.168.1.2,443,58149,1514,75.43421433527173,1
TCP,TCP,0,23.220.203.49,58149,443,54,75.45801017334705,0
TLS,TCP,1,192.168.1.2,443,58149,1514,75.44432918251728,1
TLS,TCP,1,192.168.1.2,443,58149,1514,75.4536996943958,1
TLS,TCP,1,192.168.1.2,443,58149,1514,75.47458068941076,1
TCP,TCP,0,23.220.203.49,58149,443,54,75.49833342110594,0
TLS,TCP,1,192.168.1.2,443,58149,1514,75.50479596520863,1
TLS,TCP,1,192.168.1.2,443,58149,1514,75.50837440299368,1
TLS,TCP,1,192.168.1.2,443,58149,1514,75.47456604040678,1
TCP,TCP,0,23.220.203.49,58149,443,54,75.48102741331961,0
TCP,TCP,1,192.168.1.2,26030,58151,66,75.49610020846143,1
TCP,TCP,0,75.140.86.213,58151,26030,54,75.52265684665441,0
TCP,TCP,0,23.220.203.49,58149,443,54,75.54920540256474,0
DATA,TCP,0,75.140.86.213,58151,26030,218,75.57862031199407,0
TLS,TCP,1,192.168.1.2,443,58149,864,75.5735361559032,1
TLS,TCP,1,192.168.1.2,443,58149,1100,75.60005408968415,1
TLS,TCP,1,192.168.1.2,443,58149,1514,75.59209004932512,1
TLS,TCP,1,192.168.1.2,443,58149,1514,75.60422737148208,1
TLS,TCP,1,192.168.1.2,443,58149,272,75.61348631866224,1
TLS,TCP,1,192.168.1.2,443,58149,1514,75.62847714322139,1
TLS,TCP,1,192.168.1.2,443,58149,1514,75.63485106206996,1
TLS,TCP,1,192.168.1.2,443,58149,1318,75.64982528769089,1
TCP,TCP,0,23.220.203.49,58149,443,54,75.67913506220744,0
TLS,TCP,1,192.168.1.2,443,58149,1514,75.64247791047131,1
TLS,TCP,1,192.168.1.2,443,58149,1514,75.66315932261467,1
TLS,TCP,1,192.168.1.2,443,58149,272,75.67523589263969,1
TLS,TCP,1,192.168.1.2,443,58149,1514,75.68443890227336,1
TCP,TCP,0,23.220.203.49,58149,443,54,75.70509054354487,0
TLS,TCP,1,192.168.1.2,443,58149,1514,75.72000500075062,1
TLS,TCP,1,192.168.1.2,443,58149,1514,75.72918273167244,1
TLS,TCP,1,192.168.1.2,443,58149,1514,75.73262952398156,1
TCP,TCP,0,23.220.203.49,58149,443,54,75.75610485331295,0
TLS,TCP,1,192.168.1.2,443,58149,1514,75.74809374401788,1
TLS,TCP,1,192.168.1.2,443,58149,1514,75.74866817085962,1
TLS,TCP,1,192.168.1.2,443,58149,1514,75.7263868334224,1
TLS,TCP,1,192.168.1.2,443,58149,1514,75.70414144226743,1
TCP,TCP,0,23.220.203.49,58149,443,54,75.72755491707836,0
TLS,TCP,1,192.168.1.2,443,58149,1514,75.75666708885706,1
TLS,TCP,1,192.168.1.2,443,58149,1514,75.67459983484902,1
TLS,TCP,1,192.168.1.2,443,58149,1514,75.67236267156181,1
TLS,TCP,1,192.168.1.2,443,58149,878,75.68150378921857,1
TCP,TCP,0,23.220.203.49,58149,443,54,75.70201177279361,0
TCP,TCP,0,23.220.203.49,58149,443,54,75.72535528658861,0
TLS,TCP,1,192.168.1.2,443,58149,1514,75.73446861985883,1
TLS,TCP,1,192.168.1.2,443,58149,1514,75.6981116078549,1
TLS,TCP,1,192.168.1.2,443,58149,1514,75.70438434359663,1
TLS,TCP,1,192.168.1.2,443,58149,1514,75.70781386768138,1
TLS,TCP,1,192.168.1.2,443,58149,1514,75.70840295295596,1
TLS,TCP,1,192.168.1.2,443,58149,1514,75.71749738612102,1
TCP,TCP,0,23.220.203.49,58149,443,54,75.71524821660307,0
TLS,TCP,1,192.168.1.2,443,58149,1514,75.63377654640449,1
TLS,TCP,1,192.168.1.2,443,58149,1514,75.6485290000013,1
TLS,TCP,1,192.168.1.2,443,58149,1514,75.6632719643251,1
TCP,TCP,0,23.220.203.49,58149,443,54,75.68648478820677,0
TLS,TCP,1,192.168.1.2,443,58149,1514,75.68990799270547,1
TLS,TCP,1,192.168.1.2,443,58149,1514,75.69615115444321,1
TLS,TCP,1,192.168.1.2,443,58149,1514,75.67981091009172,1
TCP,TCP,0,23.220.203.49,58149,443,54,75.70297931083758,0
TLS,TCP,1,192.168.1.2,443,58149,1514,75.70638914586773,1
TLS,TCP,1,192.168.1.2,443,58149,1514,75.7069761048942,1
TLS,TCP,1,192.168.1.2,443,58149,1514,75.71038030948412,1
TCP,TCP,0,23.220.203.49,58149,443,54,75.73632516566894,0
TLS,TCP,1,192.168.1.2,443,58149,1514,75.73971558503136,1
TLS,TCP,1,192.168.1.2,443,58149,1514,75.73183716385765,1
TLS,TCP,1,192.168.1.2,443,58149,1514,75.72959666525792,1
TCP,TCP,0,23.220.203.49,58149,443,54,75.7498653502774,0
TLS,TCP,1,192.168.1.2,443,58149,1514,75.74761647289796,1
TLS,TCP,1,192.168.1.2,443,58149,690,75.7594294734919,1
TCP,TCP,0,23.220.203.49,58149,443,54,75.77404541035983,0
TCP,TCP,0,23.220.203.49,58149,443,54,75.78021901364752,0
TCP,TCP,1,192.168.1.2,43259,58134,60,75.80325260454283,1
TCP,TCP,0,65.49.14.183,58134,43259,54,75.82627631399617,0
TCP,TCP,0,65.49.14.183,58134,43259,54,75.85210461260439,0
TCP,TCP,1,192.168.1.2,37633,58136,60,75.8807384555754,1
TCP,TCP,0,72.52.87.177,58136,37633,54,75.90936525978883,0
TCP,TCP,0,72.52.87.177,58136,37633,54,75.9351723394635,0
TLS,TCP,1,192.168.1.2,443,58149,668,75.88223706581921,1
TLS,TCP,1,192.168.1.2,443,58149,1100,75.91082237986443,1
TLS,TCP,1,192.168.1.2,443,58149,1100,75.93659132599336,1
TLS,TCP,1,192.168.1.2,443,58149,1514,75.87531703469226,1
TLS,TCP,1,192.168.1.2,443,58149,686,75.89264002548624,1
TLS,TCP,1,192.168.1.2,443,58149,1514,75.90995405715715,1
TLS,TCP,1,192.168.1.2,443,58149,1514,75.91604508409067,1
TLS,TCP,1,192.168.1.2,443,58149,272,75.93614451196302,1
TLS,TCP,1,192.168.1.2,443,58149,1514,75.92540929978769,1
TCP,TCP,0,23.220.203.49,58149,443,54,75.93988730899498,0
TLS,TCP,1,192.168.1.2,443,58149,1514,75.9543574441341,1
TLS,TCP,1,192.168.1.2,443,58149,1168,75.97722070445799,1
TLS,TCP,1,192.168.1.2,443,58149,1514,76.00007553737093,1
TLS,TCP,1,192.168.1.2,443,58149,1514,76.00331595608827,1
TCP,TCP,0,23.220.203.49,58149,443,54,76.02055106974305,0
TLS,TCP,1,192.168.1.2,443,58149,1514,75.98741056261461,1
TCP,TCP,1,192.168.1.2,43179,58138,60,76.00742612979406,1
TLS,TCP,1,192.168.1.2,443,58149,1514,76.03302567952029,1
TLS,TCP,1,192.168.1.2,443,58149,1514,76.05861836321345,1
TLS,TCP,1,192.168.1.2,443,58149,1514,76.07021572092697,1
TCP,TCP,0,65.49.126.97,58138,43179,54,76.08460232079435,0
TCP,TCP,0,23.220.203.49,58149,443,54,76.07941042685302,0
TCP,TCP,0,65.49.126.97,58138,43179,54,76.07981110813836,0
TLS,TCP,1,192.168.1.2,443,58149,1514,76.08579578128088,1
TLS,TCP,1,192.168.1.2,443,58149,1514,76.10015299575029,1
TLS,TCP,1,192.168.1.2,443,58149,1514,76.12567197790881,1
TCP,TCP,1,192.168.1.2,41203,58137,60,76.15397672499934,1
TCP,TCP,0,23.220.203.49,58149,443,54,76.179481258025,0
TCP,TCP,0,65.49.14.173,58137,41203,54,76.20497830822792,0
TCP,TCP,0,65.49.14.173,58137,41203,54,76.14670074841739,0
TLS,TCP,1,192.168.1.2,443,58149,1514,76.16379875626792,1
TLS,TCP,1,192.168.1.2,443,58149,1514,76.1697345104092,1
TLS,TCP,1,192.168.1.2,443,58149,1514,76.17566482201606,1
TCP,TCP,0,23.220.203.49,58149,443,54,76.19552484548244,0
TLS,TCP,1,192.168.1.2,443,58149,1514,76.18472548873318,1
TLS,TCP,1,192.168.1.2,443,58149,1514,76.19064306945616,1
TCP,TCP,0,23.220.203.49,58149,443,54,76.17985778715513,0
TLS,TCP,1,192.168.1.2,443,58149,1514,76.19689737747514,1
TLS,TCP,1,192.168.1.2,443,58149,1514,76.20280184931372,1
TLS,TCP,1,192.168.1.2,443,58149,1514,76.21704371347339,1
TCP,TCP,0,23.220.203.49,58149,443,54,76.23961968341195,0
TLS,TCP,1,192.168.1.2,443,58149,1514,76.23994161725932,1
TLS,TCP,1,192.168.1.2,443,58149,1514,76.15976767882397,1
TCP,TCP,0,23.220.203.49,58149,443,54,76.17953213778544,0
TLS,TCP,1,192.168.1.2,443,58149,1514,76.20483431290315,1
TLS,TCP,1,192.168.1.2,443,58149,1514,76.21626185387173,1
TLS,TCP,1,192.168.1.2,443,58149,1514,76.22768191361435,1
TCP,TCP,0,23.220.203.49,58149,443,54,76.24741143257678,0
TLS,TCP,1,192.168.1.2,443,58149,1514,76.19234414486847,1
TLS,TCP,1,192.168.1.2,443,58149,1514,76.18162436221421,1
TLS,TCP,1,192.168.1.2,443,58149,1514,76.20685461056988,1
TLS,TCP,1,192.168.1.2,443,58149,1514,76.21824915442315,1
TLS,TCP,1,192.168.1.2,443,58149,1514,76.2351665579025,1
TLS,TCP,1,192.168.1.2,443,58149,1514,76.24101659283535,1
TCP,TCP,0,23.220.203.49,58149,443,54,76.26344500560053,0
TLS,TCP,1,192.168.1.2,443,58149,1514,76.27480788039777,1
TLS,TCP,1,192.168.1.2,443,58149,1514,76.27787353189537,1
TLS,TCP,1,192.168.1.2,443,58149,1514,76.28093783636827,1
TLS,TCP,1,192.168.1.2,443,58149,1514,76.28399816306023,1
TLS,TCP,1,192.168.1.2,443,58149,1514,76.2898158570844,1
TCP,TCP,0,23.220.203.49,58149,443,54,76.30390621466357,0
TLS,TCP,1,192.168.1.2,443,58149,1514,76.29316387269682,1
TLS,TCP,1,192.168.1.2,443,58149,1514,76.30172666488464,1
TLS,TCP,1,192.168.1.2,443,58149,1514,76.31579642505046,1
TCP,TCP,0,23.220.203.49,58149,443,54,76.34364166723623,0
TLS,TCP,1,192.168.1.2,443,58149,1514,76.34391156658563,1
TLS,TCP,1,192.168.1.2,443,58149,1514,76.32215021840113,1
TLS,TCP,1,192.168.1.2,443,58149,1514,76.31142457799231,1
TLS,TCP,1,192.168.1.2,443,58149,1514,76.31445848914407,1
TCP,TCP,0,23.220.203.49,58149,443,54,76.33673696321472,0
TLS,TCP,1,192.168.1.2,443,58149,1514,76.35625607052204,1
TLS,TCP,1,192.168.1.2,443,58149,1514,76.33453382429329,1
TLS,TCP,1,192.168.1.2,443,58149,1514,76.33755295613508,1
TCP,TCP,0,23.220.203.49,58149,443,54,76.34056948225748,0
TLS,TCP,1,192.168.1.2,443,58149,1514,76.35181778262097,1
TLS,TCP,1,192.168.1.2,443,58149,1514,76.36580285565682,1
TCP,TCP,0,23.220.203.49,58149,443,54,76.38801301319202,0
TLS,TCP,1,192.168.1.2,443,58149,1514,76.38277420902878,1
TLS,TCP,1,192.168.1.2,443,58149,1514,76.38576594894144,1
TLS,TCP,1,192.168.1.2,443,58149,1514,76.30661392937549,1
TLS,TCP,1,192.168.1.2,443,58149,1514,76.32330542940727,1
TLS,TCP,1,192.168.1.2,443,58149,1514,76.34545939631386,1
TCP,TCP,0,23.220.203.49,58149,443,54,76.37034079215843,0
TLS,TCP,1,192.168.1.2,443,58149,1514,76.3842708235058,1
TLS,TCP,1,192.168.1.2,443,58149,1514,76.38998842625683,1
TLS,TCP,1,192.168.1.2,443,58149,1514,76.37930249337828,1
TLS,TCP,1,192.168.1.2,443,58149,1514,76.34951955588215,1
TCP,TCP,0,23.220.203.49,58149,443,54,76.36888449918357,0
TLS,TCP,1,192.168.1.2,443,58149,1514,76.38824179016243,1
TLS,TCP,1,192.168.1.2,443,58149,1514,76.36666863975528,1
TCP,TCP,0,23.220.203.49,58149,443,54,76.36419923819659,0
TCP,TCP,0,23.220.203.49,58149,443,54,76.39170545436396,0
TCP,TCP,1,192.168.1.2,48805,58139,60,76.40830002989587,1
TCP,TCP,0,65.49.14.172,58139,48805,54,76.43306572472054,0
TCP,TCP,0,65.49.14.172,58139,48805,54,76.45782370415287,0
TLS,TCP,1,192.168.1.2,443,58149,718,76.44441213371209,1
TLS,TCP,1,192.168.1.2,443,58149,557,76.46642387982426,1
TCP,TCP,0,23.220.203.49,58149,443,54,76.49115328838961,0
TCP,TCP,1,192.168.1.2,61334,58150,60,76.5131496520865,1
IGMP,None,0,224.0.0.22,0,0,60,76.53513818137881,0
TCP,TCP,1,192.168.1.2,43259,58134,60,76.55439313208362,1
TCP,TCP,1,192.168.1.2,37633,58136,60,76.48378383519882,1
TCP,TCP,1,192.168.1.2,43179,58138,60,76.4894214364709,1
TCP,TCP,1,192.168.1.2,41203,58137,60,76.51136716168241,1
TCP,TCP,1,192.168.1.2,26030,58151,60,76.53602427694587,1
TCP,TCP,1,192.168.1.2,48805,58139,60,76.56339490265582,1
DATA,UDP,1,192.168.1.2,39944,54557,62,76.58803784466924,1
DATA,UDP,0,219.91.254.91,54557,39944,62,76.61539612210886,0
DATA,TCP,0,156.0.213.49,58130,56232,55,76.64274792064826,0
DATA,UDP,1,192.168.1.2,39944,54557,62,76.6646486286632,1
DATA,UDP,0,146.196.36.71,54557,33530,62,76.69198741081729,0
TCP,TCP,0,178.254.226.27,58152,6881,66,76.70570476600687,0
DATA,UDP,0,163.53.72.109,54557,63647,62,76.7030812390324,0
DATA,UDP,1,192.168.1.2,33530,54557,62,76.72766939045728,1
DATA,UDP,0,146.196.36.71,54557,33530,322,76.75497399287231,0
DATA,UDP,1,192.168.1.2,33530,54557,62,76.78227213582062,1
DATA,UDP,1,192.168.1.2,63647,54557,62,76.80956511947146,1
DATA,UDP,0,163.53.72.109,54557,63647,130,76.83685229660189,0
MDNS,UDP,0,224.0.0.251,5353,5353,103,76.86413236961857,0
DATA,UDP,1,192.168.1.2,63647,54557,62,76.8914079389429,1
TCP,TCP,1,192.168.1.2,6881,58152,60,76.91595086169134,1
TCP,TCP,0,178.254.226.27,58152,6881,54,76.89960462951154,0
DNS,UDP,0,192.168.1.1,58587,53,75,76.87239487878202,0
DNS,UDP,0,192.168.1.2,53,58587,91,76.89417899970861,0
DATA,UDP,0,216.58.197.46,58588,443,1392,76.90779173151512,0
DATA,UDP,1,192.168.1.2,443,58588,84,76.93228176317044,1
DATA,UDP,1,192.168.1.2,443,58588,1392,76.95948513234931,1
DATA,UDP,0,216.58.197.46,58588,443,75,76.98668402671039,0
DATA,UDP,0,216.58.197.46,58588,443,1392,77.01387650126658,0
DATA,UDP,0,216.58.197.46,58588,443,329,77.0410638562184,0
DATA,UDP,0,216.58.197.46,58588,443,247,77.06824544429941,0
DATA,UDP,1,192.168.1.2,443,58588,67,77.09541996785832,1
DATA,UDP,1,192.168.1.2,443,58588,67,76.9729483142022,1
TCP,TCP,1,192.168.1.2,42211,58141,60,77.0000750981031,1
TCP,TCP,0,65.49.14.179,58141,42211,54,77.02448041987253,0
TCP,TCP,0,65.49.14.179,58141,42211,54,77.05159505526491,0
DATA,UDP,1,192.168.1.2,443,58588,752,77.08142165982785,1
DATA,UDP,1,192.168.1.2,443,58588,215,77.10852613947408,1
DATA,UDP,0,216.58.197.46,58588,443,75,77.13834411944156,0
TCP,TCP,1,192.168.1.2,7547,58148,66,77.02694814786912,1
TCP,TCP,0,51.218.28.147,58148,7547,66,77.0404480130829,0
TCP,TCP,0,178.254.226.27,58152,6881,55,77.06207078515241,0
TCP,TCP,1,192.168.1.2,42211,58141,60,76.9618897060555,1
IGMP,None,0,224.0.0.22,0,0,60,76.97267575935476,0
DATA,TCP,0,197.210.65.79,58143,48709,55,76.9942625014962,0
DATA,UDP,0,103.110.146.199,54557,6881,62,77.00773442609598,0
DATA,UDP,1,192.168.1.2,6881,54557,62,77.0320070385074,1
DATA,UDP,0,103.110.146.199,54557,6881,130,77.0535705047354,0
DATA,UDP,1,192.168.1.2,6881,54557,62,77.07242269289003,1
TCP,TCP,1,192.168.1.2,1041,51409,60,77.09397011363947,1
TCP,TCP,0,103.200.41.50,51409,1041,54,77.11010392379653,0
MDNS,UDP,0,224.0.0.251,5353,5353,103,77.13433921675141,0
TCP,TCP,0,178.254.226.27,58152,6881,55,77.13153939049359,0
DATA,TCP,0,176.71.233.119,58147,53232,55,77.15845852925996,0
ICMP,None,1,192.168.1.2,0,0,90,77.18537265565689,1
DATA,TCP,1,192.168.1.2,26030,58151,571,77.20146590657005,1
DATA,TCP,0,75.140.86.213,58151,26030,436,77.22836609323669,0
TCP,TCP,1,192.168.1.2,1024,64566,60,77.25255598272476,1
TCP,TCP,0,183.82.147.211,64566,1024,54,77.27944421424039,0
TLS,TCP,1,192.168.1.2,443,55367,161,77.30362038270643,1
MDNS,UDP,0,224.0.0.251,5353,5353,103,77.32779042815753,0
TCP,TCP,1,192.168.1.2,26030,58151,60,76.99904319187127,1
DATA,TCP,0,75.140.86.213,58151,26030,122,77.00973074318976,0
TCP,TCP,0,51.218.28.147,58148,7547,279,77.0284536231269,0
TCP,TCP,1,192.168.1.2,443,55367,161,77.04985046236146,1
TCP,TCP,0,157.240.23.53,55367,443,66,77.05783335784042,0
DATA,UDP,1,192.168.1.2,62220,54557,62,77.07921456202736,1
DATA,UDP,0,103.74.140.18,54557,62220,62,77.1005876910267,0
DATA,UDP,1,192.168.1.2,62220,54557,62,77.12463488984227,1
TCP,TCP,0,178.254.226.27,58152,6881,55,77.06561153765988,0
DATA,UDP,1,192.168.1.2,1096,54557,62,77.07624769611975,1
TCP,TCP,1,192.168.1.2,26030,58151,60,77.08687848489315,1
TLS,TCP,1,192.168.1.2,443,53769,102,77.1108800166445,1
TLS,TCP,1,192.168.1.2,443,53769,102,77.1348755232605,1
TCP,TCP,0,13.107.18.11,53769,443,54,77.16154183584462,0
TCP,TCP,1,192.168.1.2,37943,58142,60,77.15608069681575,1
TCP,TCP,0,65.49.14.177,58142,37943,54,77.18005163004585,0
TCP,TCP,0,65.49.14.177,58142,37943,54,77.20669162819763,0
TCP,TCP,1,192.168.1.2,37943,58142,60,77.23065036491568,1
TLS,TCP,0,23.220.203.49,58149,443,215,77.00105406842243,0
TLS,TCP,0,23.220.203.49,58149,443,214,77.02495534004261,0
TCP,TCP,1,192.168.1.2,443,58149,60,77.05151083254978,1
TLS,TCP,1,192.168.1.2,443,58149,495,77.04879163293543,1
DATA,UDP,0,85.228.52.173,6881,6881,146,77.07532843963234,0
TLS,TCP,1,192.168.1.2,443,58149,494,77.09919965912718,1
TLS,TCP,1,192.168.1.2,443,58149,1100,77.12306492302687,1
TLS,TCP,1,192.168.1.2,443,58149,1100,77.14692296517016,1
TLS,TCP,1,192.168.1.2,443,58149,1514,77.17077378795811,1
TLS,TCP,1,192.168.1.2,443,58149,686,77.00867159010338,1
TLS,TCP,1,192.168.1.2,443,58149,1100,77.02452732223819,1
TLS,TCP,1,192.168.1.2,443,58149,1514,77.04037541931399,1
TLS,TCP,1,192.168.1.2,443,58149,1514,77.05091688681395,1
TCP,TCP,0,23.220.203.49,58149,443,54,77.07204873033714,0
TLS,TCP,1,192.168.1.2,443,58149,1514,77.08522549845753,1
TLS,TCP,1,192.168.1.2,443,58149,904,77.09574512910154,1
TLS,TCP,1,192.168.1.2,443,58149,1514,77.09566548899745,1
TLS,TCP,1,192.168.1.2,443,58149,1514,77.11676488478803,1
TLS,TCP,1,192.168.1.2,443,58149,1514,77.11667654606518,1
TLS,TCP,1,192.168.1.2,443,58149,1514,77.11129750494109,1
TCP,TCP,0,23.220.203.49,58149,443,54,77.12972400553957,0
TLS,TCP,1,192.168.1.2,443,58149,1514,77.1164113720865,1
TLS,TCP,1,192.168.1.2,443,58149,1514,77.12953606698834,1
TLS,TCP,1,192.168.1.2,443,58149,1514,77.13736861309458,1
TLS,TCP,1,192.168.1.2,443,58149,1514,77.13727131510268,1
TCP,TCP,0,23.220.203.49,58149,443,54,77.15829876695652,0
TLS,TCP,1,192.168.1.2,443,58149,1514,77.16875511816943,1
TLS,TCP,1,192.168.1.2,443,58149,1514,77.10007016238107,1
TLS,TCP,1,192.168.1.2,443,58149,1514,77.1026239407805,1
TLS,TCP,1,192.168.1.2,443,58149,1514,77.0814849082639,1
TCP,TCP,0,23.220.203.49,58149,443,54,77.09982883472371,0
TCP,TCP,0,23.220.203.49,58149,443,54,77.12079791253501,0
TLS,TCP,1,192.168.1.2,443,58149,1514,77.12070832779223,1
TLS,TCP,1,192.168.1.2,443,58149,1514,77.11798912575965,1
TLS,TCP,1,192.168.1.2,443,58149,1514,77.06274938430526,1
TLS,TCP,1,192.168.1.2,443,58149,1514,77.07317929477638,1
TCP,TCP,0,23.220.203.49,58149,443,54,77.09672396208516,0
TLS,TCP,1,192.168.1.2,443,58149,1514,77.10189200784987,1
TLS,TCP,1,192.168.1.2,443,58149,1514,77.10181041636201,1
TLS,TCP,1,192.168.1.2,443,58149,1514,77.10697234267613,1
TLS,TCP,1,192.168.1.2,443,58149,1514,77.08593147511505,1
TCP,TCP,0,23.220.203.49,58149,443,54,77.11204564221988,0
TLS,TCP,1,192.168.1.2,443,58149,1514,77.12505455788283,1
TLS,TCP,1,192.168.1.2,443,58149,1514,77.12496352340443,1
TLS,TCP,1,192.168.1.2,443,58149,1514,77.1274893825503,1
TLS,TCP,1,192.168.1.2,443,58149,1514,77.13262982040659,1
TCP,TCP,0,23.220.203.49,58149,443,54,77.13776704712564,0
TLS,TCP,1,192.168.1.2,443,58149,1514,77.1402847876855,1
TLS,TCP,1,192.168.1.2,443,58149,1514,77.15587127590535,1
TLS,TCP,1,192.168.1.2,443,58149,1514,77.15315326751197,1
TLS,TCP,1,192.168.1.2,443,58149,1514,77.12693841183062,1
TCP,TCP,0,23.220.203.49,58149,443,54,77.1451148280024,0
TLS,TCP,1,192.168.1.2,443,58149,1514,77.1241471928588,1
TLS,TCP,1,192.168.1.2,443,58149,1514,77.08497655925002,1
TLS,TCP,1,192.168.1.2,443,58149,1514,77.09010970177694,1
TLS,TCP,1,192.168.1.2,443,58149,1514,77.0926363783295,1
TCP,TCP,0,23.220.203.49,58149,443,54,77.11597754691977,0
TLS,TCP,1,192.168.1.2,443,58149,1514,77.1236968053794,1
TLS,TCP,1,192.168.1.2,443,58149,1514,77.10020538062136,1
TLS,TCP,1,192.168.1.2,443,58149,1514,77.11571831795558,1
TLS,TCP,1,192.168.1.2,443,58149,1514,77.11563205968713,1
TCP,TCP,0,23.220.203.49,58149,443,54,77.13372933646822,0
TCP,TCP,0,23.220.203.49,58149,443,54,77.1544179863828,0
TLS,TCP,1,192.168.1.2,443,58149,1514,77.16210731059022,1
TLS,TCP,1,192.168.1.2,443,58149,1514,77.13863662787936,1
TLS,TCP,1,192.168.1.2,443,58149,1514,77.14372885884956,1
TLS,TCP,1,192.168.1.2,443,58149,1514,77.15659971340268,1
TCP,TCP,0,23.220.203.49,58149,443,54,77.17724495503629,0
TLS,TCP,1,192.168.1.2,443,58149,1514,77.17972503434622,1
TLS,TCP,1,192.168.1.2,443,58149,1514,77.18479592601821,1
TLS,TCP,1,192.168.1.2,443,58149,1514,77.17690592693238,1
TLS,TCP,1,192.168.1.2,443,58149,1514,77.16643613549586,1
TCP,TCP,0,23.220.203.49,58149,443,54,77.19221592949881,0
TLS,TCP,1,192.168.1.2,443,58149,1514,77.21799176921532,1
TLS,TCP,1,192.168.1.2,443,58149,1514,77.23599014943655,1
TLS,TCP,1,192.168.1.2,443,58149,1514,77.24362015594286,1
TLS,TCP,1,192.168.1.2,443,58149,1514,77.24606705754594,1
TCP,TCP,0,23.220.203.49,58149,443,54,77.21747073447995,0
TLS,TCP,1,192.168.1.2,443,58149,1514,77.21217118149865,1
TLS,TCP,1,192.168.1.2,443,58149,1514,77.23271516095951,1
TLS,TCP,1,192.168.1.2,443,58149,1514,77.2506672275394,1
TLS,TCP,1,192.168.1.2,443,58149,1514,77.25310622703105,1
TCP,TCP,0,23.220.203.49,58149,443,54,77.1987642701095,0
TLS,TCP,1,192.168.1.2,443,58149,1514,77.19090974935393,1
TLS,TCP,1,192.168.1.2,443,58149,1514,77.19336824958121,1
TLS,TCP,1,192.168.1.2,443,58149,1514,77.19582478132288,1
TLS,TCP,1,192.168.1.2,443,58149,1514,77.20085357635918,1
TCP,TCP,0,23.220.203.49,58149,443,54,77.22132423204653,0
TLS,TCP,1,192.168.1.2,443,58149,90,77.21090010565946,1
TLS,TCP,1,192.168.1.2,443,58149,1100,77.23392779635745,1
TLS,TCP,1,192.168.1.2,443,58149,1514,77.23379134042646,1
TLS,TCP,1,192.168.1.2,443,58149,686,77.23879785901806,1
TLS,TCP,1,192.168.1.2,443,58149,1514,77.25151426180611,1
TLS,TCP,1,192.168.1.2,443,58149,1514,77.25651112858229,1
TLS,TCP,1,192.168.1.2,443,58149,272,77.07947706853943,1
TLS,TCP,1,192.168.1.2,443,58149,1514,77.09219314609203,1
TLS,TCP,1,192.168.1.2,443,58149,1514,77.09467511223318,1
TLS,TCP,1,192.168.1.2,443,58149,1514,77.10482226297039,1
TCP,TCP,0,23.220.203.49,58149,443,54,77.00777407934692,0
TLS,TCP,1,192.168.1.2,443,58149,1514,77.01537922476258,1
TLS,TCP,1,192.168.1.2,443,58149,1514,77.01788433645234,1
